,n_rep,num_qubits,n_gadgets,method,mapping,cx,pre-cx,broken_chains,steiner_nodes,I-index,doubles,q-corr
654,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 4, 5, 0]",61,33,9,10,40,2,17
657,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 3, 4, 0]",56,33,10,15,39,1,16
677,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 1, 3, 0]",56,33,10,12,40,2,17
679,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 1, 4, 0]",62,33,8,9,36,1,19
692,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 1, 2, 0]",62,33,11,16,45,0,13
696,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 5, 1, 0]",65,33,10,11,42,1,16
699,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 4, 1, 0]",64,33,8,10,38,2,18
705,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 4, 1, 0]",56,33,9,14,37,2,17
709,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 4, 1, 0]",61,33,9,13,42,2,16
14,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 4, 3, 2, 5]",57,34,9,14,37,2,17
15,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 5, 3, 2, 4]",52,34,10,16,43,1,14
25,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 1, 3, 5, 4]",65,34,11,18,45,1,13
32,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 1, 2, 3, 5]",63,34,10,15,39,1,16
37,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 1, 5, 2, 4]",58,34,10,16,43,1,14
42,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 1, 4, 5, 2]",63,34,10,12,40,2,17
46,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 1, 5, 3, 2]",62,34,8,8,38,1,18
68,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 3, 1, 5, 2]",67,34,9,11,38,1,18
82,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 2, 5, 1, 3]",65,34,11,14,42,1,16
89,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 4, 2, 1, 3]",51,34,10,12,46,2,14
99,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 5, 3, 4, 1]",61,34,10,15,40,1,15
107,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 2, 4, 3, 1]",60,34,10,14,40,2,15
109,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 5, 2, 4, 1]",59,34,11,17,42,1,14
141,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 5, 3, 4, 2]",64,34,10,13,42,2,16
149,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 1, 5, 4, 3]",51,34,10,10,46,1,16
154,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 1, 2, 5, 3]",63,34,8,9,37,1,19
155,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 1, 2, 4, 3]",63,34,11,12,45,2,15
160,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 1, 5, 2, 3]",60,34,7,6,35,1,20
161,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 1, 4, 2, 3]",54,34,8,10,41,3,17
162,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 1, 4, 5, 2]",64,34,8,8,40,2,19
163,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 1, 5, 4, 2]",63,34,10,10,48,1,15
195,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 5, 3, 1, 4]",57,34,7,8,39,3,18
207,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 3, 2, 1, 4]",54,34,10,13,38,2,17
210,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 4, 5, 1, 2]",62,34,8,10,44,0,17
215,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 4, 3, 1, 2]",59,34,8,11,39,2,18
223,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 2, 5, 4, 1]",61,34,11,14,42,1,16
251,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 0, 2, 4, 3]",61,34,11,14,46,1,14
253,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 0, 5, 2, 4]",58,34,9,13,39,2,16
257,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 0, 4, 2, 3]",65,34,10,12,40,1,17
265,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 0, 3, 5, 4]",53,34,10,12,43,1,16
267,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 0, 5, 3, 4]",65,34,9,10,39,2,18
269,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 0, 5, 4, 3]",63,34,8,9,42,2,18
275,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 0, 2, 4, 3]",58,34,12,14,49,1,13
276,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 0, 4, 2, 5]",67,34,10,10,41,2,17
277,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 0, 5, 2, 4]",53,34,8,10,39,3,18
280,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 0, 5, 2, 3]",52,34,5,5,33,3,21
284,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 0, 3, 5, 2]",65,34,7,5,37,2,19
285,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 0, 3, 4, 2]",51,34,10,14,47,1,14
289,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 0, 1, 5, 4]",60,34,9,9,41,1,17
293,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 1, 4, 3]",55,34,6,4,36,3,21
297,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 1, 3, 4]",57,34,9,9,40,2,16
305,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 1, 2, 3]",64,34,9,10,41,1,17
310,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 1, 3, 2]",59,34,6,7,37,3,19
318,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 4, 1, 5]",65,34,10,13,41,1,17
325,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 2, 1, 4]",57,34,9,10,41,2,17
348,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 0, 2, 5, 1]",55,34,10,14,40,0,17
352,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 2, 3, 1]",64,34,8,13,39,2,16
384,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 0, 4, 5]",65,34,9,12,43,1,16
390,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 0, 4, 5]",67,34,11,12,45,1,15
415,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 0, 5, 4]",58,34,8,8,39,2,18
422,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 0, 2, 5]",64,34,9,9,40,2,16
435,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 0, 1, 4]",59,34,7,5,37,2,19
436,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 0, 1, 3]",54,34,7,8,44,3,17
445,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 0, 1, 4]",59,34,7,8,39,2,18
450,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 0, 1, 2]",64,34,8,9,42,2,18
452,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 0, 1, 2]",65,34,9,10,39,2,18
453,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 0, 1, 2]",57,34,9,13,41,1,17
454,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 0, 1, 2]",50,34,10,12,43,1,16
461,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 0, 3, 1]",57,34,9,9,38,1,18
462,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 0, 5, 1]",59,34,10,12,40,1,17
504,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 4, 0, 5]",67,34,8,11,39,2,18
511,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 5, 0, 4]",55,34,7,9,35,2,20
513,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 3, 0, 4]",57,34,10,16,40,0,16
535,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 5, 0, 4]",57,34,8,7,37,1,19
552,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 1, 0, 5]",58,34,7,9,37,3,19
557,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 1, 0, 3]",58,34,8,8,40,2,19
559,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 1, 0, 4]",53,34,7,6,35,1,20
560,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 1, 0, 5]",60,34,9,14,40,3,16
564,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 1, 0, 5]",68,34,11,12,45,2,15
565,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 1, 0, 4]",65,34,8,9,37,1,19
583,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 4, 0, 1]",69,34,8,9,36,1,19
586,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 3, 0, 1]",59,34,10,15,41,1,15
603,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 3, 4, 0]",58,34,10,17,38,0,16
610,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 5, 3, 0]",62,34,11,17,42,1,14
612,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 2, 5, 0]",58,34,10,14,40,2,15
630,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 4, 5, 0]",52,34,10,12,46,2,14
648,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 4, 5, 0]",56,34,7,9,38,3,18
687,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 1, 4, 0]",64,34,10,15,39,1,16
694,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 1, 2, 0]",65,34,11,18,45,1,13
701,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 3, 1, 0]",67,34,10,12,40,2,17
18,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 3, 4, 5, 2]",63,35,10,12,40,2,17
54,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 2, 1, 4, 5]",67,35,12,20,43,1,14
59,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 2, 1, 4, 3]",68,35,9,11,38,2,18
60,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 4, 1, 2, 5]",62,35,10,16,41,1,15
66,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 4, 1, 5, 2]",62,35,9,12,40,1,17
73,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 3, 5, 1, 4]",58,35,10,16,41,1,15
83,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 2, 4, 1, 3]",57,35,9,11,40,3,17
116,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 3, 5, 2, 1]",69,35,10,17,38,0,16
119,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 4, 3, 2, 1]",56,35,11,16,40,1,15
132,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 3, 4, 2, 5]",64,35,11,15,43,1,14
137,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 5, 4, 2, 3]",55,35,9,11,42,2,16
144,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 1, 3, 4, 5]",61,35,10,15,45,2,15
170,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 4, 1, 3, 5]",62,35,9,14,41,2,17
204,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 4, 2, 1, 5]",61,35,11,16,47,0,14
260,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 0, 3, 5, 2]",59,35,8,7,36,1,19
266,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 0, 4, 3, 5]",66,35,9,13,41,1,17
292,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 0, 1, 5, 3]",68,35,9,10,44,1,17
307,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 1, 4, 2]",61,35,7,9,42,3,18
311,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 1, 3, 2]",69,35,7,9,39,2,18
315,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 3, 1, 4]",59,35,7,5,35,3,20
316,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 0, 5, 1, 3]",54,35,8,9,42,2,18
322,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 0, 5, 1, 3]",62,35,9,11,45,2,15
329,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 2, 1, 3]",64,35,11,12,45,1,15
332,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 0, 5, 1, 2]",62,35,8,9,41,1,17
336,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 0, 4, 5, 1]",64,35,9,12,40,0,17
347,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 4, 3, 1]",60,35,10,11,39,1,16
351,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 2, 4, 1]",61,35,12,15,47,1,12
368,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 0, 3, 5]",64,35,12,15,47,1,12
372,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 0, 2, 5]",57,35,10,11,39,1,16
380,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 0, 5, 2]",62,35,8,7,36,2,19
387,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 0, 3, 4]",59,35,8,9,41,1,17
403,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 0, 4, 2]",56,35,8,9,42,2,18
408,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 0, 4, 5]",65,35,7,9,39,2,18
412,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 0, 5, 3]",66,35,7,9,42,3,18
413,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 0, 4, 3]",68,35,7,6,38,1,20
427,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 0, 4, 2]",61,35,9,10,44,1,17
443,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 0, 1, 3]",67,35,10,10,41,2,17
451,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 0, 1, 2]",67,35,8,10,42,1,18
455,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 0, 1, 2]",64,35,10,14,45,1,15
466,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 0, 3, 1]",69,35,9,13,39,2,16
502,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 3, 0, 2]",62,35,11,13,44,1,15
512,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 3, 0, 5]",60,35,10,13,38,2,17
514,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 5, 0, 3]",59,35,8,11,37,2,19
515,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 4, 0, 3]",66,35,11,16,47,0,14
550,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 3, 0, 2]",49,35,10,13,45,1,15
568,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 1, 0, 3]",62,35,10,13,41,1,17
575,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 1, 0, 2]",58,35,10,15,45,2,15
577,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 4, 0, 1]",62,35,7,8,38,1,18
578,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 5, 0, 1]",61,35,10,13,42,2,16
580,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 3, 0, 1]",67,35,11,13,46,1,14
587,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 3, 0, 1]",59,35,11,15,43,1,14
600,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 4, 5, 0]",70,35,11,16,40,1,15
624,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 4, 5, 0]",57,35,9,12,42,2,16
625,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 5, 4, 0]",65,35,10,12,42,1,16
636,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 2, 5, 0]",66,35,9,11,40,3,17
639,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 3, 2, 4, 0]",61,35,12,20,43,1,14
646,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 3, 2, 0]",61,35,10,16,41,1,15
650,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 3, 5, 0]",63,35,9,13,42,3,16
653,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 4, 3, 0]",55,35,9,12,40,1,17
659,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 4, 3, 0]",60,35,10,16,41,1,15
674,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 1, 5, 0]",68,35,10,13,44,2,15
682,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 1, 3, 0]",60,35,10,16,43,1,14
684,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 1, 5, 0]",61,35,11,13,46,1,14
685,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 1, 4, 0]",66,35,9,12,38,1,18
688,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 1, 3, 0]",69,35,10,17,41,1,15
704,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 5, 1, 0]",61,35,10,16,43,1,14
708,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 5, 1, 0]",67,35,11,14,44,1,15
717,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 2, 1, 0]",62,35,12,19,47,1,12
3,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 2, 5, 3, 4]",63,36,9,16,39,1,16
4,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 2, 4, 5, 3]",58,36,12,16,48,1,13
6,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 3, 2, 4, 5]",62,36,11,19,45,2,13
7,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 3, 2, 5, 4]",54,36,9,17,37,2,17
12,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 3, 4, 2, 5]",62,36,11,16,43,2,14
40,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 1, 5, 2, 3]",62,36,8,9,36,1,19
47,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 1, 4, 3, 2]",66,36,9,10,38,2,18
56,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 2, 1, 3, 5]",69,36,12,18,45,1,13
57,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 2, 1, 3, 4]",63,36,8,12,37,2,17
71,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 4, 1, 3, 2]",68,36,7,9,38,3,18
85,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 5, 2, 1, 4]",62,36,9,15,39,1,16
86,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 3, 2, 1, 5]",64,36,11,19,41,0,15
105,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 2, 3, 4, 1]",65,36,9,14,34,2,18
130,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 4, 2, 5, 3]",62,36,10,12,40,1,17
133,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 3, 5, 2, 4]",64,36,10,15,41,1,15
